FIPS,pop,Property Values,Kirwan Opportunity Index,total_reviews,mean_rating,avg_sent,business_ct,log_reviews,log_business_ct,crime_ct,med_income,log_pop,log_crimes
570400,5360,75300,-0.599242,15,4.4,0.57726,1,2.70805020110221,0.0,,31914,8.586719254064848,
573600,7392,115000,-0.545483,426,4.25,0.2264462311557789,2,6.054439346269371,0.6931471805599453,,25333,8.90815361332152,
574000,6694,98100,-0.480613,18,4.2,0.2130888888888888,1,2.8903717578961645,0.0,,46085,8.808966881771273,
574100,4875,122700,-0.361601,238,2.5,-0.0078478991596638,1,5.472270673671475,0.0,,42827,8.491875383431948,
577200,3495,83800,-0.385083,286,3.6,0.24628842592592595,2,5.655991810819852,0.6931471805599453,,45656,8.15908865466791,
578600,6443,78600,-0.411546,456,3.7,0.2829010372264848,2,6.1224928095143865,0.6931471805599453,,34303,8.770749549138642,
580700,3484,113000,-0.060878,178,4.6,0.2599943820224719,1,5.181783550292085,0.0,,61544,8.155936337972394,
584600,2014,81100,-0.477295,398,3.1,0.1664036211699164,1,5.986452005284438,0.0,,17778,7.607878073278507,
501300,3078,67700,-0.96067,609,4.172727272727273,0.19917668027860855,11,6.411818267709897,2.3978952727983707,75.0,52667,8.032035314398824,4.31748811353631
505100,2888,75500,-0.939912,11701,4.152941176470589,0.2564079828049227,51,9.367429587218957,3.9318256327243257,98.0,63287,7.968319500012717,4.584967478670572
507000,2720,68500,-1.095517,1870,4.246153846153846,0.22254228078161228,13,7.533693709848633,2.5649493574615367,64.0,53645,7.908387159290043,4.1588830833596715
507100,2266,55600,-0.952593,829,4.011111111111111,0.2376641030620659,9,6.720220155135295,2.1972245773362196,46.0,54404,7.725771441587952,3.828641396489095
513700,2982,76600,-0.923949,8235,4.2846153846153845,0.28483510576138704,39,9.016148642611741,3.6635616461296463,47.0,57887,8.000349495324684,3.8501476017100584
513900,1556,48000,-1.199247,107,4.225,0.2424614055470673,4,4.672828834461906,1.3862943611198906,31.0,55069,7.349873704738337,3.4339872044851463
514300,2163,33100,-1.147191,3275,4.117647058823529,0.2174483038838088,17,8.094073148069352,2.833213344056216,51.0,54924,7.679251425953058,3.9318256327243257
516900,2111,63800,-0.65278,839,4.3625,0.22733464485767566,8,6.732210706467206,2.0794415416798357,42.0,56780,7.65491704784832,3.7376696182833684
522400,924,55200,-1.17068,6206,4.15,0.21594614336754545,14,8.733271845008325,2.6390573296152584,71.0,55854,6.828712071641684,4.2626798770413155
522500,1442,47100,-1.306866,15593,4.33953488372093,0.29663880806582743,43,9.654577374584886,3.7612001156935624,94.0,63193,7.273786317844895,4.543294782270004
523400,2196,63600,-1.220566,9251,4.245,0.21461296324413315,20,9.132486932771318,2.995732273553991,21.0,56527,7.694392802629421,3.044522437723423
524800,2586,58200,-0.787624,822,4.088888888888889,0.2543710576736614,9,6.71174039505618,2.1972245773362196,36.0,55203,7.857867559331803,3.58351893845611
530100,2336,53400,-0.975777,301,4.1499999999999995,0.21542534561299265,6,5.707110264748875,1.791759469228055,43.0,54311,7.756195343948118,3.7612001156935624
